EZABPQM,Tranche_Debut,Tranche_Fin,Mnémo,Territoire,Date_Attribution
044318,0443180000,0443189999,COMP,ZNE Le Puy-en-Velay,20/12/2011
044319,0443190000,0443199999,COMP,ZNE Riom,20/12/2011
044320,0443200000,0443209999,COMP,ZNE Thiers,20/12/2011
044321,0443210000,0443219999,COMP,ZNE Vichy,20/12/2011
044322,0443220000,0443229999,COMP,ZNE Clermont-Ferrand,06/07/2006
044323,0443230000,0443239999,SFR0,ZNE Vichy,08/12/2011
044324,0443240000,0443249999,SFR0,ZNE Le Puy-en-Velay,08/12/2011
044325,0443250000,0443259999,SFR0,ZNE Ambert,08/12/2011
044326,0443260000,0443269999,SFR0,ZNE La Bourboule,08/12/2011
044327,0443270000,0443279999,SFR0,ZNE Issoire,08/12/2011
044328,0443280000,0443289999,SFR0,ZNE Riom,08/12/2011
044329,0443290000,0443299999,SFR0,ZNE Thiers,08/12/2011
044330,0443300000,0443309999,FREE,ZNE Clermont-Ferrand,08/01/2009
044331,0443310000,0443319999,SFR0,ZNE Montluçon,08/12/2011
044332,0443320000,0443329999,SFR0,ZNE Ambert,08/12/2011
044333,0443330000,0443339999,SFR0,ZNE Aurillac,08/12/2011
044334,0443340000,0443349999,SFR0,ZNE Bourbon-l'Archambault,08/12/2011
044335,0443350000,0443359999,SFR0,ZNE Brioude,08/12/2011
044336,0443360000,0443369999,SFR0,ZNE Clermont-Ferrand,08/12/2011
044337,0443370000,0443379999,SFR0,ZNE Issoire,08/12/2011
044338,0443380000,0443389999,SFR0,ZNE La Bourboule,08/12/2011
044339,0443390000,0443399999,SFR0,ZNE Le Puy-en-Velay,08/12/2011
044340,0443400000,0443409999,SFR0,ZNE Mauriac,08/12/2011
044341,0443410000,0443419999,SFR0,ZNE Montluçon,08/12/2011
044342,0443420000,0443429999,SFR0,ZNE Moulins,08/12/2011
044343,0443430000,0443439999,COMP,ZNE Clermont-Ferrand,21/11/2006
044344,0443440000,0443449999,SFR0,ZNE Riom,08/12/2011
044345,0443450000,0443459999,SFR0,ZNE Saint-Flour,08/12/2011
044346,0443460000,0443469999,SFR0,ZNE Thiers,08/12/2011
044347,0443470000,0443479999,SFR0,ZNE Vichy,08/12/2011
044348,0443480000,0443489999,SFR0,ZNE Yssingeaux,08/12/2011
044349,0443490000,0443499999,COMP,ZNE Moulins,03/05/2007
044350,0443500000,0443509999,OVH,ZNE Vichy,02/04/2013
044351,0443510000,0443519999,SFR0,ZNE Moulins,08/12/2011
044352,0443520000,0443529999,SFR0,ZNE Aurillac,08/12/2011
044353,0443530000,0443539999,SFR0,ZNE Mauriac,08/12/2011
044354,0443540000,0443549999,SFR0,ZNE Saint-Flour,08/12/2011
044355,0443550000,0443559999,SEWA,ZNE Clermont-Ferrand,26/11/2013
044356,0443560000,0443569999,OVH,ZNE Montluçon,10/12/2013
044357,0443570000,0443579999,SFR0,ZNE Clermont-Ferrand,08/12/2011
044358,0443580000,0443589999,UPCF,ZNE Clermont-Ferrand,01/05/2014
044359,0443590000,0443599999,MCI,ZNE Montluçon,01/01/2018
044360,0443600000,0443609999,MCI,ZNE Moulins,01/01/2018
044361,0443610000,0443619999,MCI,ZNE Vichy,01/01/2018
044362,0443620000,0443629999,MCI,ZNE Aurillac,01/01/2018
044363,0443630000,0443639999,MCI,ZNE Mauriac,01/01/2018
044364,0443640000,0443649999,MCI,ZNE Saint-Flour,01/01/2018
044365,0443650000,0443659999,MCI,ZNE Brioude,01/01/2018
044366,0443660000,0443669999,MCI,ZNE Le Puy-en-Velay,01/01/2018
044367,0443670000,0443679999,MCI,ZNE Yssingeaux,01/01/2018
044368,0443680000,0443689999,MCI,ZNE Ambert,01/01/2018
044369,0443690000,0443699999,MCI,ZNE La Bourboule,01/01/2018
044370,0443700000,0443709999,COMP,ZNE Vichy,17/01/2012
044371,0443710000,0443719999,MCI,ZNE Issoire,01/01/2018
044372,0443720000,0443729999,MCI,ZNE Riom,01/01/2018
044373,0443730000,0443739999,COMP,ZNE Moulins,17/01/2012
044374,0443740000,0443749999,MCI,ZNE Thiers,01/01/2018
044375,0443750000,0443759999,MCI,ZNE Bourbon-l'Archambault,01/01/2018
044376,0443760000,0443769999,COMP,ZNE Clermont-Ferrand,17/01/2012
044377,0443770000,0443779999,COMP,ZNE Montluçon,17/01/2012
044378,0443780000,0443789999,COMP,ZNE Moulins,06/12/2007
044379,0443790000,0443799999,COMP,ZNE Aurillac,17/01/2012
044380,0443800000,0443809999,COMP,ZNE Clermont-Ferrand,24/01/2008
044381,0443810000,0443819999,COMP,ZNE Riom,24/01/2008
044382,0443820000,0443829999,COMP,ZNE Le Puy-en-Velay,17/01/2012
044383,0443830000,0443839999,FRTE,ZNE Clermont-Ferrand,01/07/2018
044384,0443840000,0443849999,INIT,ZNE Clermont-Ferrand,04/09/2008
044385,0443850000,0443859999,COMP,ZNE Aurillac,20/12/2011
044386,0443860000,0443869999,RMII,ZNE Clermont-Ferrand,03/04/2008
044387,0443870000,0443879999,COMP,ZNE Mauriac,20/12/2011
044388,0443880000,0443889999,BOUY,ZNE Bourbon-l'Archambault,13/03/2008
044389,0443890000,0443899999,BOUY,ZNE Montluçon,13/03/2008
044390,0443900000,0443909999,BOUY,ZNE Vichy,13/03/2008
044391,0443910000,0443919999,BOUY,ZNE Aurillac,13/03/2008
044392,0443920000,0443929999,BOUY,ZNE Mauriac,13/03/2008
044393,0443930000,0443939999,BOUY,ZNE Saint-Flour,13/03/2008
044394,0443940000,0443949999,BOUY,ZNE Le Puy-en-Velay,13/03/2008
044395,0443950000,0443959999,BOUY,ZNE Ambert,13/03/2008
044396,0443960000,0443969999,BOUY,ZNE La Bourboule,13/03/2008
044397,0443970000,0443979999,BOUY,ZNE Clermont-Ferrand,13/03/2008
044398,0443980000,0443989999,BOUY,ZNE Riom,13/03/2008
044399,0443990000,0443999999,BOUY,ZNE Thiers,13/03/2008
044400,0444000000,0444009999,RMII,ZNE Brioude,23/12/2014
044401,0444010000,0444019999,RMII,ZNE Le Puy-en-Velay,23/12/2014
044402,0444020000,0444029999,RMII,ZNE Yssingeaux,23/12/2014
044403,0444030000,0444039999,LEGO,ZNE Aurillac,06/03/2012
044404,0444040000,0444049999,LEGO,ZNE Le Puy-en-Velay,06/03/2012
044405,0444050000,0444059999,OVH,ZNE Clermont-Ferrand,10/04/2012
044406,0444060000,0444069999,ALNI,ZNE Clermont-Ferrand,22/10/2015
044437,0444370000,0444379999,PJT3,ZNE Ambert,10/08/2017
044438,0444380000,0444389999,PJT3,ZNE Clermont-Ferrand,10/08/2017
044439,0444390000,0444399999,PJT3,ZNE Issoire,10/08/2017
044440,0444400000,0444409999,PJT3,ZNE La Bourboule,10/08/2017
044441,0444410000,0444419999,PJT3,ZNE Riom,10/08/2017
044442,0444420000,0444429999,PJT3,ZNE Thiers,10/08/2017
044443,0444430000,0444439999,PHON,ZNE Le Puy-en-Velay,06/03/2012
044444,0444440000,0444449999,PHON,ZNE Clermont-Ferrand,25/09/2008
044445,0444450000,0444459999,LEGO,ZNE Yssingeaux,09/09/2015
044446,0444460000,0444469999,LEGO,ZNE Brioude,05/05/2016
044447,0444470000,0444479999,OPEN,ZNE Thiers,02/11/2016
044448,0444480000,0444489999,PJT3,ZNE Bourbon-l'Archambault,10/08/2017
044449,0444490000,0444499999,PJT3,ZNE Montluçon,10/08/2017
044450,0444500000,0444509999,PJT3,ZNE Moulins,10/08/2017
044451,0444510000,0444519999,PJT3,ZNE Vichy,10/08/2017
044452,0444520000,0444529999,PJT3,ZNE Brioude,10/08/2017
044453,0444530000,0444539999,PJT3,ZNE Le Puy-en-Velay,10/08/2017
044454,0444540000,0444549999,MWSP,ZNE Clermont-Ferrand,27/05/2014
044455,0444550000,0444559999,PJT3,ZNE Yssingeaux,10/08/2017
044488,0444880000,0444889999,VOXB,ZNE Clermont-Ferrand,01/07/2010
044489,0444890000,0444899999,DIDW,ZNE Clermont-Ferrand,13/04/2017
044800,0448000000,0448009999,ODIG,ZNE Nîmes,01/02/2019
044801,0448010000,0448019999,LEGO,ZNE Langogne,06/12/2011
044802,0448020000,0448029999,ODIG,ZNE Carcassonne,01/02/2019
044803,0448030000,0448039999,ODIG,ZNE Mende,01/02/2019
044804,0448040000,0448049999,CELY,ZNE Perpignan,29/06/2017
044805,0448050000,0448059999,LEGO,ZNE Perpignan,06/03/2012
044806,0448060000,0448069999,OVH,ZNE Nîmes,10/04/2012
044807,0448070000,0448079999,OVH,ZNE Perpignan,10/04/2012
044808,0448080000,0448089999,SFR0,ZNE Béziers,19/06/2012
044809,0448090000,0448099999,FRTE,ZNE Carcassonne,01/07/2018
044810,0448100000,0448109999,FRTE,ZNE Perpignan,01/07/2018
044811,0448110000,0448119999,FRTE,ZNE Béziers,01/07/2018
044812,0448120000,0448129999,FRTE,ZNE Bagnols-sur-Cèze,01/07/2018
044813,0448130000,0448139999,FRTE,ZNE Narbonne,01/07/2018
044814,0448140000,0448149999,OVH,ZNE Béziers,02/04/2013
044815,0448150000,0448159999,OVH,ZNE Alès,02/04/2013
044816,0448160000,0448169999,OVH,ZNE Narbonne,02/04/2013
044817,0448170000,0448179999,SFR0,ZNE Béziers,25/06/2013
044818,0448180000,0448189999,SFR0,ZNE Montpellier,25/06/2013
044819,0448190000,0448199999,ALPL,ZNE Montpellier,30/07/2013
044820,0448200000,0448209999,SEWA,ZNE Montpellier,26/11/2013
044821,0448210000,0448219999,SEWA,ZNE Nîmes,26/11/2013
044822,0448220000,0448229999,SEWA,ZNE Perpignan,26/11/2013
044823,0448230000,0448239999,OVH,ZNE Carcassonne,10/12/2013
044824,0448240000,0448249999,OVH,ZNE Bagnols-sur-Cèze,10/12/2013
044825,0448250000,0448259999,OVH,ZNE Mende,10/12/2013
044826,0448260000,0448269999,OVH,ZNE Bédarieux,10/12/2013
044827,0448270000,0448279999,OPEN,ZNE Nîmes,24/12/2013
044828,0448280000,0448289999,SFR0,ZNE Alès,22/03/2018
044829,0448290000,0448299999,SFR0,ZNE Montpellier,22/03/2018
044830,0448300000,0448309999,OVH,ZNE Castelnaudary,29/07/2014
044831,0448310000,0448319999,OVH,ZNE Limoux,29/07/2014
044832,0448320000,0448329999,OVH,ZNE Langogne,29/07/2014
044833,0448330000,0448339999,OVH,ZNE Prades,29/07/2014
044834,0448340000,0448349999,OPWA,ZNE Montpellier,09/09/2014
044835,0448350000,0448359999,OPWA,ZNE Nîmes,09/09/2014
044836,0448360000,0448369999,JAG,ZNE Carcassonne,09/09/2014
044837,0448370000,0448379999,JAG,ZNE Castelnaudary,09/09/2014
044838,0448380000,0448389999,JAG,ZNE Limoux,09/09/2014
044839,0448390000,0448399999,JAG,ZNE Narbonne,09/09/2014
044840,0448400000,0448409999,JAG,ZNE Alès,09/09/2014
044841,0448410000,0448419999,JAG,ZNE Bagnols-sur-Cèze,09/09/2014
044842,0448420000,0448429999,JAG,ZNE Nîmes,09/09/2014
044843,0448430000,0448439999,JAG,ZNE Bédarieux,09/09/2014
044844,0448440000,0448449999,JAG,ZNE Béziers,09/09/2014
044845,0448450000,0448459999,JAG,ZNE Montpellier,09/09/2014
044846,0448460000,0448469999,JAG,ZNE Perpignan,09/09/2014
044847,0448470000,0448479999,JAG,ZNE Prades,09/09/2014
044848,0448480000,0448489999,LEON,ZNE Montpellier,20/12/2011
044849,0448490000,0448499999,ALPL,ZNE Carcassonne,09/09/2014
044850,0448500000,0448509999,OPEN,ZNE Perpignan,07/10/2014
044851,0448510000,0448519999,OPEN,ZNE Narbonne,10/03/2015
044852,0448520000,0448529999,OPEN,ZNE Béziers,02/04/2015
044853,0448530000,0448539999,OPEN,ZNE Alès,07/07/2015
044854,0448540000,0448549999,OPEN,ZNE Bédarieux,07/07/2015
044855,0448550000,0448559999,LEGO,ZNE Prades,01/09/2016
044856,0448560000,0448569999,ALNI,ZNE Béziers,31/03/2016
044857,0448570000,0448579999,ALNI,ZNE Perpignan,31/03/2016
044858,0448580000,0448589999,SYST,ZNE Nîmes,01/02/2018
044859,0448590000,0448599999,FRTE,ZNE Castelnaudary,01/07/2018
044860,0448600000,0448609999,FRTE,ZNE Limoux,01/07/2018
044861,0448610000,0448619999,FRTE,ZNE Alès,01/07/2018
044862,0448620000,0448629999,FRTE,ZNE Bédarieux,01/07/2018
044863,0448630000,0448639999,FRTE,ZNE Langogne,01/07/2018
044864,0448640000,0448649999,FRTE,ZNE Mende,01/07/2018
044865,0448650000,0448659999,FRTE,ZNE Prades,01/07/2018
044866,0448660000,0448669999,OPEN,ZNE Carcassonne,15/09/2016
044867,0448670000,0448679999,SYST,ZNE Montpellier,24/11/2016
044868,0448680000,0448689999,SFR0,ZNE Nîmes,08/12/2016
044869,0448690000,0448699999,HERA,ZNE Alès,22/12/2016
044870,0448700000,0448709999,HERA,ZNE Bagnols-sur-Cèze,22/12/2016
044871,0448710000,0448719999,HERA,ZNE Nîmes,22/12/2016
044872,0448720000,0448729999,HERA,ZNE Bédarieux,22/12/2016
044873,0448730000,0448739999,HERA,ZNE Béziers,22/12/2016
044874,0448740000,0448749999,HERA,ZNE Montpellier,22/12/2016
044875,0448750000,0448759999,SEWA,ZNE Montpellier,01/01/2019
044876,0448760000,0448769999,ALPL,ZNE Nîmes,09/02/2017
044877,0448770000,0448779999,LISI,ZNE Montpellier,23/03/2017
044878,0448780000,0448789999,SFR0,ZNE Montpellier,13/04/2017
044879,0448790000,0448799999,SFR0,ZNE Montpellier,13/04/2017
044880,0448800000,0448809999,DIDW,ZNE Montpellier,13/04/2017
044881,0448810000,0448819999,PJT3,ZNE Carcassonne,10/08/2017
044882,0448820000,0448829999,PJT3,ZNE Castelnaudary,10/08/2017
044883,0448830000,0448839999,PJT3,ZNE Limoux,10/08/2017
044884,0448840000,0448849999,PJT3,ZNE Narbonne,10/08/2017
044885,0448850000,0448859999,PJT3,ZNE Alès,10/08/2017
044886,0448860000,0448869999,PJT3,ZNE Bagnols-sur-Cèze,10/08/2017
044887,0448870000,0448879999,PJT3,ZNE Nîmes,10/08/2017
044888,0448880000,0448889999,PHON,ZNE Mende,06/03/2012
044889,0448890000,0448899999,SFR0,ZNE Perpignan,23/09/2014
044890,0448900000,0448909999,ALPL,ZNE Béziers,07/04/2016
044891,0448910000,0448919999,ALNI,ZNE Nîmes,22/10/2015
044892,0448920000,0448929999,DIDW,ZNE Nîmes,13/04/2017
044893,0448930000,0448939999,PJT3,ZNE Bédarieux,10/08/2017
044894,0448940000,0448949999,PJT3,ZNE Béziers,10/08/2017
044895,0448950000,0448959999,PJT3,ZNE Montpellier,10/08/2017
044896,0448960000,0448969999,PJT3,ZNE Langogne,10/08/2017
044897,0448970000,0448979999,PJT3,ZNE Mende,10/08/2017
044898,0448980000,0448989999,PJT3,ZNE Perpignan,10/08/2017
044899,0448990000,0448999999,PJT3,ZNE Prades,10/08/2017
044900,0449000000,0449009999,ALPL,ZNE Alès,30/11/2017
044901,0449010000,0449019999,SFR0,ZNE Perpignan,07/12/2017
044902,0449020000,0449029999,LGC,ZNE Montpellier,15/02/2018
044903,0449030000,0449039999,RMII,ZNE Carcassonne,14/05/2018
044904,0449040000,0449049999,ALPL,ZNE Perpignan,29/11/2018
044905,0449050000,0449059999,SFR0,ZNE Nîmes,24/01/2019
044906,0449060000,0449069999,SFR0,ZNE Béziers,24/01/2019
044907,0449070000,0449079999,SFR0,ZNE Montpellier,24/01/2019
044908,0449080000,0449089999,SFR0,ZNE Perpignan,24/01/2019
044909,0449090000,0449099999,RMII,ZNE Bagnols-sur-Cèze,25/02/2019
044910,0449100000,0449109999,SOCT,ZNE Nîmes,02/07/2019
044911,0449110000,0449119999,SOCT,ZNE Montpellier,02/07/2019
044912,0449120000,0449129999,IOVO,ZNE Montpellier,03/10/2019
044913,0449130000,0449139999,GCCO,ZNE Montpellier,30/04/2020
044914,0449140000,0449149999,IOVO,ZNE Prades,11/05/2020
045000,0450000000,0450009999,FRTE,ZNE Annecy,01/01/2017
045001,0450010000,0450019999,FRTE,ZNE Annecy,01/01/2017
045002,0450020000,0450029999,FRTE,ZNE Annecy,01/01/2017
045003,0450030000,0450039999,FRTE,ZNE Annemasse,01/01/2017
045004,0450040000,0450049999,FRTE,ZNE Annemasse,01/01/2017
045005,0450050000,0450059999,FRTE,ZNE Annecy,01/01/2017
045006,0450060000,0450069999,FRTE,ZNE Annemasse,01/01/2017
045007,0450070000,0450079999,FRTE,ZNE Annemasse,01/01/2017
045008,0450080000,0450089999,FRTE,ZNE Annecy,01/01/2017
045009,0450090000,0450099999,FRTE,ZNE Annecy,01/01/2017
045010,0450100000,0450109999,FRTE,ZNE Annecy,01/01/2017
045011,0450110000,0450119999,FRTE,ZNE Annecy,01/01/2017
045012,0450120000,0450129999,FRTE,ZNE Annecy,01/01/2017
045013,0450130000,0450139999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045014,0450140000,0450149999,FRTE,ZNE Annemasse,01/01/2017
045015,0450150000,0450159999,FRTE,ZNE Annemasse,01/01/2017
045016,0450160000,0450169999,FRTE,ZNE Annemasse,01/01/2017
045017,0450170000,0450179999,FRTE,ZNE Annemasse,01/01/2017
045018,0450180000,0450189999,FRTE,ZNE Sallanches,01/01/2017
045019,0450190000,0450199999,FRTE,ZNE Annecy,01/01/2017
045020,0450200000,0450209999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045021,0450210000,0450219999,FRTE,ZNE Sallanches,01/01/2017
045022,0450220000,0450229999,FRTE,ZNE Annecy,01/01/2017
045023,0450230000,0450239999,FRTE,ZNE Annecy,01/01/2017
045024,0450240000,0450249999,FRTE,ZNE Annecy,01/01/2017
045025,0450250000,0450259999,FRTE,ZNE Annemasse,01/01/2017
045026,0450260000,0450269999,FRTE,ZNE Annemasse,01/01/2017
045027,0450270000,0450279999,FRTE,ZNE Annecy,01/01/2017
045028,0450280000,0450289999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045029,0450290000,0450299999,FRTE,ZNE Annecy,01/01/2017
045030,0450300000,0450309999,FRTE,Sud Est,01/01/2017
045031,0450310000,0450319999,FRTE,ZNE Annemasse,01/01/2017
045032,0450320000,0450329999,FRTE,ZNE Annecy,01/01/2017
045033,0450330000,0450339999,FRTE,ZNE Annecy,01/01/2017
045034,0450340000,0450349999,FRTE,ZNE Sallanches,01/01/2017
045035,0450350000,0450359999,FRTE,ZNE Annemasse,01/01/2017
045036,0450360000,0450369999,FRTE,ZNE Annemasse,01/01/2017
045037,0450370000,0450379999,FRTE,ZNE Annemasse,01/01/2017
045038,0450380000,0450389999,FRTE,ZNE Annemasse,01/01/2017
045039,0450390000,0450399999,FRTE,ZNE Annemasse,01/01/2017
045040,0450400000,0450409999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045041,0450410000,0450419999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045042,0450420000,0450429999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045043,0450430000,0450439999,FRTE,ZNE Annemasse,01/01/2017
045044,0450440000,0450449999,FRTE,ZNE Annecy,01/01/2017
045045,0450450000,0450459999,FRTE,ZNE Annecy,01/01/2017
045046,0450460000,0450469999,FRTE,ZNE Annecy,01/01/2017
045047,0450470000,0450479999,FRTE,ZNE Sallanches,01/01/2017
045048,0450480000,0450489999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045049,0450490000,0450499999,FRTE,ZNE Annemasse,01/01/2017
045050,0450500000,0450509999,FRTE,ZNE Annemasse,01/01/2017
045051,0450510000,0450519999,FRTE,ZNE Annecy,01/01/2017
045052,0450520000,0450529999,FRTE,ZNE Annecy,01/01/2017
045053,0450530000,0450539999,FRTE,ZNE Sallanches,01/01/2017
045054,0450540000,0450549999,FRTE,ZNE Sallanches,01/01/2017
045055,0450550000,0450559999,FRTE,ZNE Sallanches,01/01/2017
045056,0450560000,0450569999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045057,0450570000,0450579999,FRTE,ZNE Annecy,01/01/2017
045058,0450580000,0450589999,FRTE,ZNE Sallanches,01/01/2017
045059,0450590000,0450599999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045060,0450600000,0450609999,FRTE,ZNE Annecy,01/01/2017
045061,0450610000,0450619999,FRTE,ZNE Annecy,01/01/2017
045062,0450620000,0450629999,FRTE,ZNE Annecy,01/01/2017
045063,0450630000,0450639999,FRTE,ZNE Annecy,01/01/2017
045064,0450640000,0450649999,FRTE,ZNE Annecy,01/01/2017
045065,0450650000,0450659999,FRTE,ZNE Annecy,01/01/2017
045066,0450660000,0450669999,FRTE,ZNE Annecy,01/01/2017
045067,0450670000,0450679999,FRTE,ZNE Annecy,01/01/2017
045068,0450680000,0450689999,FRTE,ZNE Annecy,01/01/2017
045069,0450690000,0450699999,FRTE,ZNE Annecy,01/01/2017
045070,0450700000,0450709999,FRTE,ZNE Annemasse,01/01/2017
045071,0450710000,0450719999,FRTE,ZNE Annemasse,01/01/2017
045072,0450720000,0450729999,FRTE,ZNE Annemasse,01/01/2017
045073,0450730000,0450739999,FRTE,ZNE Annemasse,01/01/2017
045074,0450740000,0450749999,FRTE,ZNE Annemasse,01/01/2017
045075,0450750000,0450759999,FRTE,ZNE Annemasse,01/01/2017
045076,0450760000,0450769999,FRTE,ZNE Annemasse,01/01/2017
045077,0450770000,0450779999,FRTE,ZNE Annecy,01/01/2017
045078,0450780000,0450789999,FRTE,ZNE Sallanches,01/01/2017
045079,0450790000,0450799999,FRTE,ZNE Annemasse,01/01/2017
045080,0450800000,0450809999,FRTE,ZNE Annemasse,01/01/2017
045081,0450810000,0450819999,FRTE,ZNE Annemasse,01/01/2017
045082,0450820000,0450829999,FRTE,ZNE Annemasse,01/01/2017
045083,0450830000,0450839999,FRTE,ZNE Annemasse,01/01/2017
045084,0450840000,0450849999,FRTE,ZNE Annemasse,01/01/2017
045085,0450850000,0450859999,FRTE,ZNE Annemasse,01/01/2017
045086,0450860000,0450869999,FRTE,ZNE Annemasse,01/01/2017
045087,0450870000,0450879999,FRTE,ZNE Annemasse,01/01/2017
045088,0450880000,0450889999,FRTE,ZNE Annecy,01/01/2017
045089,0450890000,0450899999,FRTE,ZNE Sallanches,01/01/2017
045090,0450900000,0450909999,FRTE,ZNE Sallanches,01/01/2017
045091,0450910000,0450919999,FRTE,ZNE Sallanches,01/01/2017
045092,0450920000,0450929999,FRTE,ZNE Annemasse,01/01/2017
045093,0450930000,0450939999,FRTE,ZNE Sallanches,01/01/2017
045094,0450940000,0450949999,FRTE,ZNE Annemasse,01/01/2017
045095,0450950000,0450959999,FRTE,ZNE Annemasse,01/01/2017
045096,0450960000,0450969999,FRTE,ZNE Sallanches,01/01/2017
045097,0450970000,0450979999,FRTE,ZNE Annemasse,01/01/2017
045098,0450980000,0450989999,FRTE,ZNE Sallanches,01/01/2017
045099,0450990000,0450999999,FRTE,ZNE Bellegarde-sur-Valserine,01/01/2017
045100,0451000000,0451009999,OECO,ZNE Saint-Etienne,19/12/2019
045101,0451010000,0451019999,SFR0,ZNE Bourgoin-Jallieu,23/01/2020
045102,0451020000,0451029999,ALPL,ZNE Bourgoin-Jallieu,03/02/2020
045103,0451030000,0451039999,RHOV,ZNE Ambérieu-en-Bugey,06/02/2020
045104,0451040000,0451049999,RHOV,ZNE Bourg-en-Bresse,06/02/2020
045105,0451050000,0451059999,RHOV,ZNE Nantua,06/02/2020
045106,0451060000,0451069999,CDPI,ZNE Ambérieu-en-Bugey,06/03/2020
045107,0451070000,0451079999,ALPL,ZNE Nantua,16/03/2020
045108,0451080000,0451089999,COLT,ZNE Lyon,03/04/2020
045109,0451090000,0451099999,OXIL,ZNE Ambérieu-en-Bugey,07/04/2020
045110,0451100000,0451109999,SKYC,ZNE Ambérieu-en-Bugey,13/04/2020
045111,0451110000,0451119999,GCCO,ZNE Lyon,30/04/2020
045112,0451120000,0451129999,IOVO,ZNE Tarare,11/05/2020
045600,0456000000,0456009999,SFR0,ZNE Grenoble,08/12/2011
045601,0456010000,0456019999,SFR0,ZNE Le Bourg-d'Oisans,08/12/2011
045602,0456020000,0456029999,SFR0,ZNE Bellegarde-sur-Valserine,08/12/2011
045603,0456030000,0456039999,SFR0,ZNE Le Bourg-d'Oisans,08/12/2011
045604,0456040000,0456049999,SFR0,ZNE Monestier-de-Clermont,08/12/2011
045605,0456050000,0456059999,SFR0,ZNE Grenoble,08/12/2011
045606,0456060000,0456069999,FREE,ZNE Aix-les-Bains,08/01/2009
045607,0456070000,0456079999,FREE,ZNE Albertville,08/01/2009
045608,0456080000,0456089999,FREE,ZNE Chambéry,08/01/2009
045609,0456090000,0456099999,MCI,ZNE Grenoble,01/01/2018
045610,0456100000,0456109999,SFR0,ZNE Albertville,08/12/2011
045611,0456110000,0456119999,SFR0,ZNE Chambéry,08/12/2011
045612,0456120000,0456129999,SFR0,ZNE Sallanches,08/12/2011
045613,0456130000,0456139999,FREE,ZNE Moutiers,08/01/2009
045614,0456140000,0456149999,SFR0,ZNE Grenoble,08/12/2011
045615,0456150000,0456159999,FREE,ZNE Saint-Jean-de-Maurienne,08/01/2009
045616,0456160000,0456169999,FREE,ZNE Annecy,08/01/2009
045617,0456170000,0456179999,SFR0,ZNE Grenoble,08/12/2011
045618,0456180000,0456189999,SFR0,ZNE Monestier-de-Clermont,08/12/2011
045619,0456190000,0456199999,OPEN,ZNE Annecy,23/04/2013
045620,0456200000,0456209999,SFR0,ZNE Annecy,08/12/2011
045621,0456210000,0456219999,SFR0,ZNE Saint-Marcellin,08/12/2011
045622,0456220000,0456229999,SFR0,ZNE Voiron,08/12/2011
045623,0456230000,0456239999,SFR0,ZNE Belley,08/12/2011
045624,0456240000,0456249999,SFR0,ZNE Grenoble,08/12/2011
045625,0456250000,0456259999,SFR0,ZNE Voiron,08/12/2011
045626,0456260000,0456269999,SFR0,ZNE Voiron,08/12/2011
045627,0456270000,0456279999,SFR0,ZNE Aix-les-Bains,08/12/2011
045628,0456280000,0456289999,SFR0,ZNE Albertville,08/12/2011
045629,0456290000,0456299999,SFR0,ZNE Chambéry,08/12/2011
045630,0456300000,0456309999,SFR0,ZNE Annemasse,08/12/2011
045631,0456310000,0456319999,SFR0,ZNE Moutiers,08/12/2011
045632,0456320000,0456329999,SFR0,ZNE Saint-Jean-de-Maurienne,08/12/2011
045633,0456330000,0456339999,SFR0,ZNE Saint-Marcellin,08/12/2011
045634,0456340000,0456349999,SFR0,ZNE Annecy,08/12/2011
045635,0456350000,0456359999,SFR0,ZNE Annemasse,08/12/2011
045636,0456360000,0456369999,FREE,ZNE Annemasse,08/01/2009
045637,0456370000,0456379999,SFR0,ZNE Sallanches,08/12/2011
045638,0456380000,0456389999,COMP,ZNE Grenoble,30/11/1999
045639,0456390000,0456399999,SFR0,ZNE Aix-les-Bains,08/12/2011
045640,0456400000,0456409999,COMP,ZNE Grenoble,20/12/2011
045641,0456410000,0456419999,COMP,ZNE Annecy,20/12/2011
045642,0456420000,0456429999,COMP,ZNE Chambéry,20/12/2011
045643,0456430000,0456439999,SFR0,ZNE Albertville,08/12/2011
045644,0456440000,0456449999,COMP,ZNE Annemasse,20/12/2011
045645,0456450000,0456459999,SFR0,ZNE Grenoble,08/12/2011
045646,0456460000,0456469999,FREE,ZNE Sallanches,08/01/2009
045647,0456470000,0456479999,BOUY,ZNE Voiron,20/09/2000
045648,0456480000,0456489999,BOUY,ZNE Aix-les-Bains,20/09/2000
045649,0456490000,0456499999,SFR0,ZNE Annecy,08/12/2011
045650,0456500000,0456509999,BOUY,ZNE Chambéry,20/09/2000
045651,0456510000,0456519999,BOUY,ZNE Moutiers,20/09/2000
045652,0456520000,0456529999,COMP,ZNE Grenoble,30/11/1999
