EZABPQM,Tranche_Debut,Tranche_Fin,Mnémo,Territoire,Date_Attribution
015886,0158860000,0158869999,FRTE,ZNE Nanterre,01/01/2017
015887,0158870000,0158879999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
015888,0158880000,0158889999,FRTE,ZNE Boulogne-Billancourt,01/01/2017
015889,0158890000,0158899999,FRTE,ZNE Paris,01/01/2017
015890,0158900000,0158909999,FRTE,ZNE Paris,01/01/2017
015891,0158910000,0158919999,FRTE,ZNE Créteil,01/01/2017
015892,0158920000,0158929999,FRTE,ZNE Bobigny,01/01/2017
015893,0158930000,0158939999,FRTE,ZNE Créteil,01/01/2017
015894,0158940000,0158949999,FRTE,ZNE Créteil,01/01/2017
015895,0158950000,0158959999,FRTE,ZNE Paris,01/01/2017
015896,0158960000,0158969999,FRTE,ZNE Le Raincy,01/01/2017
015897,0158970000,0158979999,FRTE,ZNE Paris,01/01/2017
015898,0158980000,0158989999,FRTE,ZNE Nanterre,01/01/2017
015899,0158990000,0158999999,FRTE,ZNE Paris,01/01/2017
016000,0160000000,0160009999,FRTE,Ile de France,01/01/2017
016001,0160010000,0160019999,FRTE,ZNE Meaux,01/01/2017
016002,0160020000,0160029999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016003,0160030000,0160039999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016004,0160040000,0160049999,FRTE,ZNE Meaux,01/01/2017
016005,0160050000,0160059999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016006,0160060000,0160069999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016007,0160070000,0160079999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016008,0160080000,0160089999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016009,0160090000,0160099999,FRTE,ZNE Meaux,01/01/2017
016010,0160100000,0160109999,FRTE,ZNE Massy,01/01/2017
016011,0160110000,0160119999,FRTE,ZNE Massy,01/01/2017
016012,0160120000,0160129999,FRTE,ZNE Massy,01/01/2017
016013,0160130000,0160139999,FRTE,ZNE Massy,01/01/2017
016014,0160140000,0160149999,FRTE,ZNE Massy,01/01/2017
016015,0160150000,0160159999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016016,0160160000,0160169999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016017,0160170000,0160179999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016018,0160180000,0160189999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016019,0160190000,0160199999,FRTE,ZNE Massy,01/01/2017
016020,0160200000,0160209999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016021,0160210000,0160219999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016022,0160220000,0160229999,FRTE,ZNE Meaux,01/01/2017
016023,0160230000,0160239999,FRTE,ZNE Meaux,01/01/2017
016024,0160240000,0160249999,FRTE,ZNE Meaux,01/01/2017
016025,0160250000,0160259999,FRTE,ZNE Meaux,01/01/2017
016026,0160260000,0160269999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016027,0160270000,0160279999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016028,0160280000,0160289999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016029,0160290000,0160299999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016030,0160300000,0160309999,FRTE,ZNE Meaux,01/01/2017
016031,0160310000,0160319999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016032,0160320000,0160329999,FRTE,ZNE Meaux,01/01/2017
016033,0160330000,0160339999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016034,0160340000,0160349999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016035,0160350000,0160359999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016036,0160360000,0160369999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016037,0160370000,0160379999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016038,0160380000,0160389999,FRTE,ZNE Meaux,01/01/2017
016039,0160390000,0160399999,FRTE,ZNE Fontainebleau,01/01/2017
016040,0160400000,0160409999,FRTE,ZNE Massy,01/01/2017
016041,0160410000,0160419999,FRTE,ZNE Meaux,01/01/2017
016042,0160420000,0160429999,FRTE,ZNE Meaux,01/01/2017
016043,0160430000,0160439999,FRTE,ZNE Meaux,01/01/2017
016044,0160440000,0160449999,FRTE,ZNE Meaux,01/01/2017
016045,0160450000,0160459999,FRTE,ZNE Meaux,01/01/2017
016046,0160460000,0160469999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016047,0160470000,0160479999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016048,0160480000,0160489999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016049,0160490000,0160499999,FRTE,ZNE Massy,01/01/2017
016050,0160500000,0160509999,FRTE,Ile de France,01/01/2017
016051,0160510000,0160519999,FRTE,ZNE Fontainebleau,01/01/2017
016052,0160520000,0160529999,FRTE,ZNE Provins,01/01/2017
016053,0160530000,0160539999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016054,0160540000,0160549999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016055,0160550000,0160559999,FRTE,ZNE Fontainebleau,01/01/2017
016056,0160560000,0160569999,FRTE,ZNE Melun,01/01/2017
016057,0160570000,0160579999,FRTE,ZNE Fontainebleau,01/01/2017
016058,0160580000,0160589999,FRTE,ZNE Provins,01/01/2017
016059,0160590000,0160599999,FRTE,ZNE Melun,01/01/2017
016060,0160600000,0160609999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016061,0160610000,0160619999,FRTE,ZNE Meaux,01/01/2017
016062,0160620000,0160629999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016063,0160630000,0160639999,FRTE,ZNE Melun,01/01/2017
016064,0160640000,0160649999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016065,0160650000,0160659999,FRTE,ZNE Melun,01/01/2017
016066,0160660000,0160669999,FRTE,ZNE Melun,01/01/2017
016067,0160670000,0160679999,FRTE,ZNE Provins,01/01/2017
016068,0160680000,0160689999,FRTE,ZNE Melun,01/01/2017
016069,0160690000,0160699999,FRTE,ZNE Melun,01/01/2017
016070,0160700000,0160709999,FRTE,ZNE Fontainebleau,01/01/2017
016071,0160710000,0160719999,FRTE,ZNE Fontainebleau,01/01/2017
016072,0160720000,0160729999,FRTE,ZNE Fontainebleau,01/01/2017
016073,0160730000,0160739999,FRTE,ZNE Fontainebleau,01/01/2017
016074,0160740000,0160749999,FRTE,ZNE Fontainebleau,01/01/2017
016075,0160750000,0160759999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016076,0160760000,0160769999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016077,0160770000,0160779999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016078,0160780000,0160789999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016079,0160790000,0160799999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016080,0160800000,0160809999,FRTE,ZNE Arpajon,01/01/2017
016081,0160810000,0160819999,FRTE,ZNE Arpajon,01/01/2017
016082,0160820000,0160829999,FRTE,ZNE Arpajon,01/01/2017
016083,0160830000,0160839999,FRTE,ZNE Arpajon,01/01/2017
016084,0160840000,0160849999,FRTE,ZNE Arpajon,01/01/2017
016085,0160850000,0160859999,FRTE,ZNE Arpajon,01/01/2017
016086,0160860000,0160869999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016087,0160870000,0160879999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016088,0160880000,0160889999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016089,0160890000,0160899999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016090,0160900000,0160909999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016091,0160910000,0160919999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016092,0160920000,0160929999,FRTE,ZNE Massy,01/01/2017
016093,0160930000,0160939999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016094,0160940000,0160949999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016095,0160950000,0160959999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016096,0160960000,0160969999,FRTE,ZNE Fontainebleau,01/01/2017
016097,0160970000,0160979999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016098,0160980000,0160989999,FRTE,ZNE Fontainebleau,01/01/2017
016099,0160990000,0160999999,FRTE,ZNE Melun,01/01/2017
016100,0161000000,0161009999,FRTE,Ile de France,01/01/2017
016101,0161010000,0161019999,FRTE,ZNE Saint-Germain-en-Laye,01/01/2017
016102,0161020000,0161029999,FRTE,ZNE Cergy,01/01/2017
016103,0161030000,0161039999,FRTE,ZNE Cergy,01/01/2017
016104,0161040000,0161049999,FRTE,ZNE Saint-Germain-en-Laye,01/01/2017
016105,0161050000,0161059999,FRTE,ZNE Versailles,01/01/2017
016106,0161060000,0161069999,FRTE,ZNE Guyancourt,01/01/2017
016107,0161070000,0161079999,FRTE,ZNE Saint-Germain-en-Laye,01/01/2017
016108,0161080000,0161089999,FRTE,ZNE Rambouillet,01/01/2017
016109,0161090000,0161099999,FRTE,ZNE Versailles,01/01/2017
016110,0161100000,0161109999,FRTE,ZNE Meaux,01/01/2017
016111,0161110000,0161119999,FRTE,ZNE Poissy,01/01/2017
016112,0161120000,0161129999,FRTE,ZNE Versailles,01/01/2017
016113,0161130000,0161139999,FRTE,Ile de France,01/01/2017
016114,0161140000,0161149999,FRTE,Ile de France,01/01/2017
016115,0161150000,0161159999,FRTE,Ile de France,01/01/2017
016116,0161160000,0161169999,FRTE,Ile de France,01/01/2017
016117,0161170000,0161179999,FRTE,Ile de France,01/01/2017
016118,0161180000,0161189999,FRTE,Ile de France,01/01/2017
016119,0161190000,0161199999,FRTE,Ile de France,01/01/2017
016120,0161200000,0161209999,FRTE,Ile de France,01/01/2017
016121,0161210000,0161219999,FRTE,Ile de France,01/01/2017
016122,0161220000,0161229999,FRTE,Ile de France,01/01/2017
016123,0161230000,0161239999,FRTE,Ile de France,01/01/2017
016124,0161240000,0161249999,FRTE,Ile de France,01/01/2017
016125,0161250000,0161259999,FRTE,Ile de France,01/01/2017
016126,0161260000,0161269999,FRTE,Ile de France,01/01/2017
016127,0161270000,0161279999,FRTE,Ile de France,01/01/2017
016128,0161280000,0161289999,FRTE,Ile de France,01/01/2017
016129,0161290000,0161299999,FRTE,Ile de France,01/01/2017
016130,0161300000,0161309999,FRTE,ZNE Saint-Germain-en-Laye,01/01/2017
016131,0161310000,0161319999,FRTE,ZNE Versailles,01/01/2017
016132,0161320000,0161329999,FRTE,ZNE Cergy,01/01/2017
016133,0161330000,0161339999,FRTE,ZNE Cergy,01/01/2017
016134,0161340000,0161349999,FRTE,ZNE Guyancourt,01/01/2017
016135,0161350000,0161359999,FRTE,ZNE Enghien-les-Bains,01/01/2017
016136,0161360000,0161369999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016137,0161370000,0161379999,FRTE,ZNE Guyancourt,01/01/2017
016138,0161380000,0161389999,FRTE,ZNE Guyancourt,01/01/2017
016139,0161390000,0161399999,FRTE,ZNE Rambouillet,01/01/2017
016140,0161400000,0161409999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016141,0161410000,0161419999,FRTE,Ile de France,01/01/2017
016142,0161420000,0161429999,FRTE,Ile de France,01/01/2017
016143,0161430000,0161439999,FRTE,Ile de France,01/01/2017
016144,0161440000,0161449999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016145,0161450000,0161459999,FRTE,ZNE Poissy,01/01/2017
016146,0161460000,0161469999,FRTE,Ile de France,01/01/2017
016147,0161470000,0161479999,FRTE,Ile de France,01/01/2017
016148,0161480000,0161489999,FRTE,Ile de France,01/01/2017
016149,0161490000,0161499999,FRTE,Ile de France,01/01/2017
016150,0161500000,0161509999,FRTE,Ile de France,01/01/2017
016151,0161510000,0161519999,FRTE,Ile de France,01/01/2017
016152,0161520000,0161529999,FRTE,Ile de France,01/01/2017
016153,0161530000,0161539999,FRTE,Ile de France,01/01/2017
016154,0161540000,0161549999,FRTE,Ile de France,01/01/2017
016155,0161550000,0161559999,FRTE,Ile de France,01/01/2017
016156,0161560000,0161569999,FRTE,Ile de France,01/01/2017
016157,0161570000,0161579999,FRTE,Ile de France,01/01/2017
016158,0161580000,0161589999,FRTE,Ile de France,01/01/2017
016159,0161590000,0161599999,FRTE,Ile de France,01/01/2017
016160,0161600000,0161609999,FRTE,Ile de France,01/01/2017
016161,0161610000,0161619999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016162,0161620000,0161629999,FRTE,ZNE Versailles,01/01/2017
016163,0161630000,0161639999,FRTE,Ile de France,01/01/2017
016164,0161640000,0161649999,FRTE,Ile de France,01/01/2017
016165,0161650000,0161659999,FRTE,Ile de France,01/01/2017
016166,0161660000,0161669999,FRTE,Ile de France,01/01/2017
016167,0161670000,0161679999,FRTE,Ile de France,01/01/2017
016168,0161680000,0161689999,FRTE,Ile de France,01/01/2017
016169,0161690000,0161699999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016170,0161700000,0161709999,FRTE,Ile de France,01/01/2017
016171,0161710000,0161719999,FRTE,Ile de France,01/01/2017
016172,0161720000,0161729999,FRTE,Ile de France,01/01/2017
016173,0161730000,0161739999,FRTE,Ile de France,01/01/2017
016174,0161740000,0161749999,FRTE,Ile de France,01/01/2017
016175,0161750000,0161759999,FRTE,Ile de France,01/01/2017
016176,0161760000,0161769999,FRTE,Ile de France,01/01/2017
016177,0161770000,0161779999,FRTE,Ile de France,01/01/2017
016178,0161780000,0161789999,FRTE,ZNE Guyancourt,01/01/2017
016179,0161790000,0161799999,FRTE,Ile de France,01/01/2017
016180,0161800000,0161809999,FRTE,Ile de France,01/01/2017
016181,0161810000,0161819999,FRTE,Ile de France,01/01/2017
016182,0161820000,0161829999,FRTE,Ile de France,01/01/2017
016183,0161830000,0161839999,FRTE,Ile de France,01/01/2017
016184,0161840000,0161849999,FRTE,Ile de France,01/01/2017
016185,0161850000,0161859999,FRTE,Ile de France,01/01/2017
016186,0161860000,0161869999,FRTE,Ile de France,01/01/2017
016187,0161870000,0161879999,FRTE,Ile de France,01/01/2017
016188,0161880000,0161889999,FRTE,Ile de France,01/01/2017
016189,0161890000,0161899999,FRTE,Ile de France,01/01/2017
016190,0161900000,0161909999,FRTE,Ile de France,01/01/2017
016191,0161910000,0161919999,FRTE,Ile de France,01/01/2017
016192,0161920000,0161929999,FRTE,Ile de France,01/01/2017
016193,0161930000,0161939999,FRTE,Ile de France,01/01/2017
016194,0161940000,0161949999,FRTE,Ile de France,01/01/2017
016195,0161950000,0161959999,FRTE,Ile de France,01/01/2017
016196,0161960000,0161969999,FRTE,Ile de France,01/01/2017
016197,0161970000,0161979999,FRTE,Ile de France,01/01/2017
016198,0161980000,0161989999,FRTE,Ile de France,01/01/2017
016199,0161990000,0161999999,FRTE,Ile de France,01/01/2017
016400,0164000000,0164009999,FRTE,ZNE Provins,01/01/2017
016401,0164010000,0164019999,FRTE,ZNE Provins,01/01/2017
016402,0164020000,0164029999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016403,0164030000,0164039999,FRTE,ZNE Coulommiers,01/01/2017
016404,0164040000,0164049999,FRTE,ZNE Coulommiers,01/01/2017
016405,0164050000,0164059999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016406,0164060000,0164069999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016407,0164070000,0164079999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016408,0164080000,0164089999,FRTE,ZNE Provins,01/01/2017
016409,0164090000,0164099999,FRTE,ZNE Melun,01/01/2017
016410,0164100000,0164109999,FRTE,ZNE Melun,01/01/2017
016411,0164110000,0164119999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016412,0164120000,0164129999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016413,0164130000,0164139999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016414,0164140000,0164149999,FRTE,ZNE Melun,01/01/2017
016415,0164150000,0164159999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016416,0164160000,0164169999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016417,0164170000,0164179999,FRTE,ZNE Meaux,01/01/2017
016418,0164180000,0164189999,FRTE,ZNE Meaux,01/01/2017
016419,0164190000,0164199999,FRTE,ZNE Melun,01/01/2017
016420,0164200000,0164209999,FRTE,ZNE Coulommiers,01/01/2017
016421,0164210000,0164219999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016422,0164220000,0164229999,FRTE,ZNE Fontainebleau,01/01/2017
016423,0164230000,0164239999,FRTE,ZNE Fontainebleau,01/01/2017
016424,0164240000,0164249999,FRTE,ZNE Fontainebleau,01/01/2017
016425,0164250000,0164259999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016426,0164260000,0164269999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016427,0164270000,0164279999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016428,0164280000,0164289999,FRTE,ZNE Fontainebleau,01/01/2017
016429,0164290000,0164299999,FRTE,ZNE Fontainebleau,01/01/2017
016430,0164300000,0164309999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016431,0164310000,0164319999,FRTE,ZNE Fontainebleau,01/01/2017
016432,0164320000,0164329999,FRTE,ZNE Fontainebleau,01/01/2017
016433,0164330000,0164339999,FRTE,ZNE Meaux,01/01/2017
016434,0164340000,0164349999,FRTE,ZNE Meaux,01/01/2017
016435,0164350000,0164359999,FRTE,ZNE Meaux,01/01/2017
016436,0164360000,0164369999,FRTE,ZNE Meaux,01/01/2017
016437,0164370000,0164379999,FRTE,ZNE Melun,01/01/2017
016438,0164380000,0164389999,FRTE,ZNE Melun,01/01/2017
016439,0164390000,0164399999,FRTE,ZNE Melun,01/01/2017
016440,0164400000,0164409999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016441,0164410000,0164419999,FRTE,ZNE Melun,01/01/2017
016442,0164420000,0164429999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016443,0164430000,0164439999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016444,0164440000,0164449999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016445,0164450000,0164459999,FRTE,ZNE Fontainebleau,01/01/2017
016446,0164460000,0164469999,FRTE,ZNE Massy,01/01/2017
016447,0164470000,0164479999,FRTE,ZNE Massy,01/01/2017
016448,0164480000,0164489999,FRTE,ZNE Massy,01/01/2017
016449,0164490000,0164499999,FRTE,ZNE Massy,01/01/2017
016450,0164500000,0164509999,FRTE,ZNE Massy,01/01/2017
016451,0164510000,0164519999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016452,0164520000,0164529999,FRTE,ZNE Melun,01/01/2017
016453,0164530000,0164539999,FRTE,ZNE Massy,01/01/2017
016454,0164540000,0164549999,FRTE,ZNE Massy,01/01/2017
016455,0164550000,0164559999,FRTE,ZNE Arpajon,01/01/2017
016456,0164560000,0164569999,FRTE,ZNE Arpajon,01/01/2017
016457,0164570000,0164579999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016458,0164580000,0164589999,FRTE,ZNE Arpajon,01/01/2017
016459,0164590000,0164599999,FRTE,ZNE Arpajon,01/01/2017
016460,0164600000,0164609999,FRTE,ZNE Provins,01/01/2017
016461,0164610000,0164619999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016462,0164620000,0164629999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016463,0164630000,0164639999,FRTE,ZNE Meaux,01/01/2017
016464,0164640000,0164649999,FRTE,ZNE Melun,01/01/2017
016465,0164650000,0164659999,FRTE,ZNE Coulommiers,01/01/2017
016466,0164660000,0164669999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016467,0164670000,0164679999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016468,0164680000,0164689999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016469,0164690000,0164699999,FRTE,ZNE Fontainebleau,01/01/2017
016470,0164700000,0164709999,FRTE,ZNE Fontainebleau,01/01/2017
016471,0164710000,0164719999,FRTE,ZNE Melun,01/01/2017
016472,0164720000,0164729999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016473,0164730000,0164739999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016474,0164740000,0164749999,FRTE,ZNE Meaux,01/01/2017
016475,0164750000,0164759999,FRTE,ZNE Coulommiers,01/01/2017
016476,0164760000,0164769999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016477,0164770000,0164779999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016478,0164780000,0164789999,FRTE,ZNE Fontainebleau,01/01/2017
016479,0164790000,0164799999,FRTE,ZNE Melun,01/01/2017
016480,0164800000,0164809999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016481,0164810000,0164819999,FRTE,ZNE Melun,01/01/2017
016482,0164820000,0164829999,FRTE,ZNE Coulommiers,01/01/2017
016483,0164830000,0164839999,FRTE,ZNE Melun,01/01/2017
016484,0164840000,0164849999,FRTE,ZNE Tournan-en-Brie,01/01/2017
016485,0164850000,0164859999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016486,0164860000,0164869999,FRTE,ZNE Massy,01/01/2017
016487,0164870000,0164879999,FRTE,ZNE Melun,01/01/2017
016488,0164880000,0164889999,FRTE,ZNE Brie-Comte-Robert,01/01/2017
016489,0164890000,0164899999,FRTE,ZNE Melun,01/01/2017
016490,0164900000,0164909999,FRTE,ZNE Arpajon,01/01/2017
016491,0164910000,0164919999,FRTE,ZNE Arpajon,01/01/2017
016492,0164920000,0164929999,FRTE,ZNE Arpajon,01/01/2017
016493,0164930000,0164939999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016494,0164940000,0164949999,FRTE,ZNE Arpajon,01/01/2017
016495,0164950000,0164959999,FRTE,ZNE Arpajon,01/01/2017
016496,0164960000,0164969999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016497,0164970000,0164979999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016498,0164980000,0164989999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016499,0164990000,0164999999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016900,0169000000,0169009999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016901,0169010000,0169019999,FRTE,ZNE Massy,01/01/2017
016902,0169020000,0169029999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016903,0169030000,0169039999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016904,0169040000,0169049999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016905,0169050000,0169059999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016906,0169060000,0169069999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016907,0169070000,0169079999,FRTE,ZNE Massy,01/01/2017
016908,0169080000,0169089999,FRTE,ZNE Massy,01/01/2017
016909,0169090000,0169099999,FRTE,ZNE Massy,01/01/2017
016910,0169100000,0169109999,FRTE,ZNE Massy,01/01/2017
016911,0169110000,0169119999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016912,0169120000,0169129999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016913,0169130000,0169139999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016914,0169140000,0169149999,FRTE,ZNE Arpajon,01/01/2017
016915,0169150000,0169159999,FRTE,ZNE Massy,01/01/2017
016916,0169160000,0169169999,FRTE,ZNE Arpajon,01/01/2017
016917,0169170000,0169179999,FRTE,ZNE Arpajon,01/01/2017
016918,0169180000,0169189999,FRTE,ZNE Massy,01/01/2017
016919,0169190000,0169199999,FRTE,ZNE Massy,01/01/2017
016920,0169200000,0169209999,FRTE,ZNE Massy,01/01/2017
016921,0169210000,0169219999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016922,0169220000,0169229999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016923,0169230000,0169239999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016924,0169240000,0169249999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016925,0169250000,0169259999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016926,0169260000,0169269999,FRTE,ZNE Arpajon,01/01/2017
016927,0169270000,0169279999,FRTE,ZNE Arpajon,01/01/2017
016928,0169280000,0169289999,FRTE,ZNE Massy,01/01/2017
016929,0169290000,0169299999,FRTE,ZNE Massy,01/01/2017
016930,0169300000,0169309999,FRTE,ZNE Massy,01/01/2017
016931,0169310000,0169319999,FRTE,ZNE Massy,01/01/2017
016932,0169320000,0169329999,FRTE,ZNE Massy,01/01/2017
016933,0169330000,0169339999,FRTE,ZNE Massy,01/01/2017
016934,0169340000,0169349999,FRTE,ZNE Massy,01/01/2017
016935,0169350000,0169359999,FRTE,ZNE Massy,01/01/2017
016936,0169360000,0169369999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016937,0169370000,0169379999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016938,0169380000,0169389999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016939,0169390000,0169399999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016940,0169400000,0169409999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016941,0169410000,0169419999,FRTE,ZNE Massy,01/01/2017
016942,0169420000,0169429999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016943,0169430000,0169439999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016944,0169440000,0169449999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016945,0169450000,0169459999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016946,0169460000,0169469999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016947,0169470000,0169479999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016948,0169480000,0169489999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016949,0169490000,0169499999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016950,0169500000,0169509999,FRTE,Ile de France,01/01/2017
016951,0169510000,0169519999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016952,0169520000,0169529999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016953,0169530000,0169539999,FRTE,ZNE Massy,01/01/2017
016954,0169540000,0169549999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016955,0169550000,0169559999,FRTE,ZNE Versailles,01/01/2017
016956,0169560000,0169569999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016957,0169570000,0169579999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016958,0169580000,0169589999,FRTE,ZNE Arpajon,01/01/2017
016959,0169590000,0169599999,FRTE,ZNE Massy,01/01/2017
016960,0169600000,0169609999,FRTE,Ile de France,01/01/2017
016961,0169610000,0169619999,FRTE,Ile de France,01/01/2017
016962,0169620000,0169629999,FRTE,ZNE Massy,01/01/2017
016963,0169630000,0169639999,FRTE,ZNE Massy,01/01/2017
016964,0169640000,0169649999,FRTE,ZNE Corbeil-Essonnes,01/01/2017
016965,0169650000,0169659999,FRTE,ZNE Massy,01/01/2017
016966,0169660000,0169669999,FRTE,Ile de France,01/01/2017
016967,0169670000,0169679999,FRTE,ZNE Lagny-sur-Marne,01/01/2017
016968,0169680000,0169689999,FRTE,ZNE Melun,01/01/2017
016969,0169690000,0169699999,FRTE,Ile de France,01/01/2017
016970,0169700000,0169709999,FRTE,Ile de France,01/01/2017
016971,0169710000,0169719999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016972,0169720000,0169729999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
016973,0169730000,0169739999,FRTE,ZNE Juvisy-sur-Orge,01/01/2017
